***	名詞,サ変接続,*,*,*,*,*
上等	名詞,一般,*,*,*,*,上等,ジョウトウ,ジョートー
上限	名詞,一般,*,*,*,*,上限,ジョウゲン,ジョーゲン
下心	名詞,一般,*,*,*,*,下心,シタゴコロ,シタゴコロ
両側	名詞,一般,*,*,*,*,両側,リョウガワ,リョーガワ
両方	名詞,一般,*,*,*,*,両方,リョウホウ,リョーホー
両親	名詞,一般,*,*,*,*,両親,リョウシン,リョーシン
両足	名詞,一般,*,*,*,*,両足,リョウアシ,リョーアシ
中卒	名詞,一般,*,*,*,*,中卒,チュウソツ,チューソツ
中央	名詞,一般,*,*,*,*,中央,チュウオウ,チューオー
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク
中年	名詞,一般,*,*,*,*,中年,チュウネン,チューネン
中心	名詞,一般,*,*,*,*,中心,チュウシン,チューシン
中段	名詞,一般,*,*,*,*,中段,チュウダン,チューダン
中点	名詞,一般,*,*,*,*,中点,チュウテン,チューテン
中等	名詞,一般,*,*,*,*,中等,チュウトウ,チュートー
中腹	名詞,一般,*,*,*,*,中腹,チュウフク,チューフク
中間	名詞,一般,*,*,*,*,中間,チュウカン,チューカン
中１	名詞,一般,*,*,*,*,中１,チュウイチ,チューイチ
中３	名詞,一般,*,*,*,*,中３,チュウサン,チューサン
主食	名詞,一般,*,*,*,*,主食,シュショク,シュショク
乗員	名詞,一般,*,*,*,*,乗員,ジョウイン,ジョーイン
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー
仏教	名詞,一般,*,*,*,*,仏教,ブッキョウ,ブッキョー
会場	名詞,一般,*,*,*,*,会場,カイジョウ,カイジョー
会長	名詞,一般,*,*,*,*,会長,カイチョウ,カイチョー
伝票	名詞,一般,*,*,*,*,伝票,デンピョウ,デンピョー
住宅	名詞,一般,*,*,*,*,住宅,ジュウタク,ジュータク
住居	名詞,一般,*,*,*,*,住居,ジュウキョ,ジューキョ
住所	名詞,一般,*,*,*,*,住所,ジュウショ,ジューショ
住民	名詞,一般,*,*,*,*,住民,ジュウミン,ジューミン
体力	名詞,一般,*,*,*,*,体力,タイリョク,タイリョク
体臭	名詞,一般,*,*,*,*,体臭,タイシュウ,タイシュー
体調	名詞,一般,*,*,*,*,体調,タイチョウ,タイチョー
体重	名詞,一般,*,*,*,*,体重,タイジュウ,タイジュー
俗名	名詞,一般,*,*,*,*,俗名,ゾクミョウ,ゾクミョー
修論	名詞,一般,*,*,*,*,修論,シュウロン,シューロン
健常	名詞,一般,*,*,*,*,健常,ケンジョウ,ケンジョー
優男	名詞,一般,*,*,*,*,優男,ヤサオトコ,ヤサオトコ
兄妹	名詞,一般,*,*,*,*,兄妹,キョウダイ,キョーダイ
兄弟	名詞,一般,*,*,*,*,兄弟,キョウダイ,キョーダイ
兆候	名詞,一般,*,*,*,*,兆候,チョウコウ,チョーコー
先住	名詞,一般,*,*,*,*,先住,センジュウ,センジュー
免状	名詞,一般,*,*,*,*,免状,メンジョウ,メンジョー
全力	名詞,一般,*,*,*,*,全力,ゼンリョク,ゼンリョク
全集	名詞,一般,*,*,*,*,全集,ゼンシュウ,ゼンシュー
公共	名詞,一般,*,*,*,*,公共,コウキョウ,コーキョー
公爵	名詞,一般,*,*,*,*,公爵,コウシャク,コーシャク
公衆	名詞,一般,*,*,*,*,公衆,コウシュウ,コーシュー
冗談	名詞,一般,*,*,*,*,冗談,ジョウダン,ジョーダン
冷奴	名詞,一般,*,*,*,*,冷奴,ヒヤヤッコ,ヒヤヤッコ
出典	名詞,一般,*,*,*,*,出典,シュッテン,シュッテン
出欠	名詞,一般,*,*,*,*,出欠,シュッケツ,シュッケツ
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン
分量	名詞,一般,*,*,*,*,分量,ブンリョウ,ブンリョー
初級	名詞,一般,*,*,*,*,初級,ショキュウ,ショキュー
劇場	名詞,一般,*,*,*,*,劇場,ゲキジョウ,ゲキジョー
力量	名詞,一般,*,*,*,*,力量,リキリョウ,リキリョー
労力	名詞,一般,*,*,*,*,労力,ロウリョク,ローリョク
勢力	名詞,一般,*,*,*,*,勢力,セイリョク,セイリョク
勲章	名詞,一般,*,*,*,*,勲章,クンショウ,クンショー
包丁	名詞,一般,*,*,*,*,包丁,ホウチョウ,ホーチョー
半熟	名詞,一般,*,*,*,*,半熟,ハンジュク,ハンジュク
協会	名詞,一般,*,*,*,*,協会,キョウカイ,キョーカイ
南側	名詞,一般,*,*,*,*,南側,ミナミガワ,ミナミガワ
南口	名詞,一般,*,*,*,*,南口,ミナミグチ,ミナミグチ
単調	名詞,一般,*,*,*,*,単調,タンチョウ,タンチョー
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー
原色	名詞,一般,*,*,*,*,原色,ゲンショク,ゲンショク
厨房	名詞,一般,*,*,*,*,厨房,チュウボウ,チューボー
友情	名詞,一般,*,*,*,*,友情,ユウジョウ,ユージョー
取調	名詞,一般,*,*,*,*,取調,トリシラベ,トリシラベ
台所	名詞,一般,*,*,*,*,台所,ダイドコロ,ダイドコロ
各州	名詞,一般,*,*,*,*,各州,カクシュウ,カクシュー
吉祥	名詞,一般,*,*,*,*,吉祥,キッショウ,キッショー
同僚	名詞,一般,*,*,*,*,同僚,ドウリョウ,ドーリョー
同級	名詞,一般,*,*,*,*,同級,ドウキュウ,ドーキュー
名城	名詞,一般,*,*,*,*,名城,メイジョウ,メイジョー
名曲	名詞,一般,*,*,*,*,名曲,メイキョク,メイキョク
名称	名詞,一般,*,*,*,*,名称,メイショウ,メイショー
周辺	名詞,一般,*,*,*,*,周辺,シュウヘン,シューヘン
商品	名詞,一般,*,*,*,*,商品,ショウヒン,ショーヒン
商工	名詞,一般,*,*,*,*,商工,ショウコウ,ショーコー
商店	名詞,一般,*,*,*,*,商店,ショウテン,ショーテン
商社	名詞,一般,*,*,*,*,商社,ショウシャ,ショーシャ
商船	名詞,一般,*,*,*,*,商船,ショウセン,ショーセン
囚人	名詞,一般,*,*,*,*,囚人,シュウジン,シュージン
園長	名詞,一般,*,*,*,*,園長,エンチョウ,エンチョー
圧力	名詞,一般,*,*,*,*,圧力,アツリョク,アツリョク
城塞	名詞,一般,*,*,*,*,城塞,ジョウサイ,ジョーサイ
報酬	名詞,一般,*,*,*,*,報酬,ホウシュウ,ホーシュー
場外	名詞,一般,*,*,*,*,場外,ジョウガイ,ジョーガイ
境界	名詞,一般,*,*,*,*,境界,キョウカイ,キョーカイ
境遇	名詞,一般,*,*,*,*,境遇,キョウグウ,キョーグー
墨汁	名詞,一般,*,*,*,*,墨汁,ボクジュウ,ボクジュー
夕食	名詞,一般,*,*,*,*,夕食,ユウショク,ユーショク
大小	名詞,一般,*,*,*,*,大小,ダイショウ,ダイショー
大男	名詞,一般,*,*,*,*,大男,オオオトコ,オーオトコ
大腸	名詞,一般,*,*,*,*,大腸,ダイチョウ,ダイチョー
大賞	名詞,一般,*,*,*,*,大賞,タイショウ,タイショー
天井	名詞,一般,*,*,*,*,天井,テンジョウ,テンジョー
天職	名詞,一般,*,*,*,*,天職,テンショク,テンショク
奨学	名詞,一般,*,*,*,*,奨学,ショウガク,ショーガク
女中	名詞,一般,*,*,*,*,女中,ジョチュウ,ジョチュー
女房	名詞,一般,*,*,*,*,女房,ニョウボウ,ニョーボー
学力	名詞,一般,*,*,*,*,学力,ガクリョク,ガクリョク
学業	名詞,一般,*,*,*,*,学業,ガクギョウ,ガクギョー
学級	名詞,一般,*,*,*,*,学級,ガッキュウ,ガッキュー
学長	名詞,一般,*,*,*,*,学長,ガクチョウ,ガクチョー
孫娘	名詞,一般,*,*,*,*,孫娘,マゴムスメ,マゴムスメ
官庁	名詞,一般,*,*,*,*,官庁,カンチョウ,カンチョー
定食	名詞,一般,*,*,*,*,定食,テイショク,テイショク
実力	名詞,一般,*,*,*,*,実力,ジツリョク,ジツリョク
実況	名詞,一般,*,*,*,*,実況,ジッキョウ,ジッキョー
実状	名詞,一般,*,*,*,*,実状,ジツジョウ,ジツジョー
客来	名詞,一般,*,*,*,*,客来,キャクライ,キャクライ
室長	名詞,一般,*,*,*,*,室長,シツチョウ,シツチョー
宮殿	名詞,一般,*,*,*,*,宮殿,キュウデン,キューデン
害虫	名詞,一般,*,*,*,*,害虫,ガイチュウ,ガイチュー
容量	名詞,一般,*,*,*,*,容量,ヨウリョウ,ヨーリョー
宿便	名詞,一般,*,*,*,*,宿便,シュクベン,シュクベン
宿舎	名詞,一般,*,*,*,*,宿舎,シュクシャ,シュクシャ
寮生	名詞,一般,*,*,*,*,寮生,リョウセイ,リョーセイ
対称	名詞,一般,*,*,*,*,対称,タイショウ,タイショー
対象	名詞,一般,*,*,*,*,対象,タイショウ,タイショー
寿命	名詞,一般,*,*,*,*,寿命,ジュミョウ,ジュミョー
専業	名詞,一般,*,*,*,*,専業,センギョウ,センギョー
小学	名詞,一般,*,*,*,*,小学,ショウガク,ショーガク
小心	名詞,一般,*,*,*,*,小心,ショウシン,ショーシン
小説	名詞,一般,*,*,*,*,小説,ショウセツ,ショーセツ
小３	名詞,一般,*,*,*,*,小３,ショウサン,ショーサン
小４	名詞,一般,*,*,*,*,小４,ショウヨン,ショーヨン
小６	名詞,一般,*,*,*,*,小６,ショウロク,ショーロク
少女	名詞,一般,*,*,*,*,少女,ショウジョ,ショージョ
少年	名詞,一般,*,*,*,*,少年,ショウネン,ショーネン
少数	名詞,一般,*,*,*,*,少数,ショウスウ,ショースー
局内	名詞,一般,*,*,*,*,局内,キョクナイ,キョクナイ
局員	名詞,一般,*,*,*,*,局員,キョクイン,キョクイン
山椒	名詞,一般,*,*,*,*,山椒,サンショウ,サンショー
川柳	名詞,一般,*,*,*,*,川柳,センリュウ,センリュー
工場	名詞,一般,*,*,*,*,工場,コウジョウ,コージョー
工業	名詞,一般,*,*,*,*,工業,コウギョウ,コーギョー
左側	名詞,一般,*,*,*,*,左側,ヒダリガワ,ヒダリガワ
左足	名詞,一般,*,*,*,*,左足,ヒダリアシ,ヒダリアシ
巾着	名詞,一般,*,*,*,*,巾着,キンチャク,キンチャク
常識	名詞,一般,*,*,*,*,常識,ジョウシキ,ジョーシキ
常連	名詞,一般,*,*,*,*,常連,ジョウレン,ジョーレン
年中	名詞,一般,*,*,*,*,年中,ネンジュウ,ネンジュー
年収	名詞,一般,*,*,*,*,年収,ネンシュウ,ネンシュー
年少	名詞,一般,*,*,*,*,年少,ネンショウ,ネンショー
年長	名詞,一般,*,*,*,*,年長,ネンチョウ,ネンチョー
幼虫	名詞,一般,*,*,*,*,幼虫,ヨウチュウ,ヨーチュー
店長	名詞,一般,*,*,*,*,店長,テンチョウ,テンチョー
式場	名詞,一般,*,*,*,*,式場,シキジョウ,シキジョー
当局	名詞,一般,*,*,*,*,当局,トウキョク,トーキョク
役職	名詞,一般,*,*,*,*,役職,ヤクショク,ヤクショク
心象	名詞,一般,*,*,*,*,心象,シンショウ,シンショー
必修	名詞,一般,*,*,*,*,必修,ヒッシュウ,ヒッシュー
怪獣	名詞,一般,*,*,*,*,怪獣,カイジュウ,カイジュー
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー
情操	名詞,一般,*,*,*,*,情操,ジョウソウ,ジョーソー
情景	名詞,一般,*,*,*,*,情景,ジョウケイ,ジョーケイ
情熱	名詞,一般,*,*,*,*,情熱,ジョウネツ,ジョーネツ
情緒	名詞,一般,*,*,*,*,情緒,ジョウチョ,ジョーチョ
愛娘	名詞,一般,*,*,*,*,愛娘,マナムスメ,マナムスメ
愛情	名詞,一般,*,*,*,*,愛情,アイジョウ,アイジョー
感情	名詞,一般,*,*,*,*,感情,カンジョウ,カンジョー
感触	名詞,一般,*,*,*,*,感触,カンショク,カンショク
戒名	名詞,一般,*,*,*,*,戒名,カイミョウ,カイミョー
戦力	名詞,一般,*,*,*,*,戦力,センリョク,センリョク
戦略	名詞,一般,*,*,*,*,戦略,センリャク,センリャク
所長	名詞,一般,*,*,*,*,所長,ショチョウ,ショチョー
教会	名詞,一般,*,*,*,*,教会,キョウカイ,キョーカイ
教典	名詞,一般,*,*,*,*,教典,キョウテン,キョーテン
教員	名詞,一般,*,*,*,*,教員,キョウイン,キョーイン
教団	名詞,一般,*,*,*,*,教団,キョウダン,キョーダン
教壇	名詞,一般,*,*,*,*,教壇,キョウダン,キョーダン
教官	名詞,一般,*,*,*,*,教官,キョウカン,キョーカン
教室	名詞,一般,*,*,*,*,教室,キョウシツ,キョーシツ
教授	名詞,一般,*,*,*,*,教授,キョウジュ,キョージュ
教本	名詞,一般,*,*,*,*,教本,キョウホン,キョーホン
教材	名詞,一般,*,*,*,*,教材,キョウザイ,キョーザイ
教案	名詞,一般,*,*,*,*,教案,キョウアン,キョーアン
教頭	名詞,一般,*,*,*,*,教頭,キョウトウ,キョートー
教養	名詞,一般,*,*,*,*,教養,キョウヨウ,キョーヨー
文教	名詞,一般,*,*,*,*,文教,ブンキョウ,ブンキョー
文章	名詞,一般,*,*,*,*,文章,ブンショウ,ブンショー
文脈	名詞,一般,*,*,*,*,文脈,ブンミャク,ブンミャク
文集	名詞,一般,*,*,*,*,文集,ブンシュウ,ブンシュー
料金	名詞,一般,*,*,*,*,料金,リョウキン,リョーキン
新入	名詞,一般,*,*,*,*,新入,シンニュウ,シンニュー
新着	名詞,一般,*,*,*,*,新着,シンチャク,シンチャク
日常	名詞,一般,*,*,*,*,日常,ニチジョウ,ニチジョー
日給	名詞,一般,*,*,*,*,日給,ニッキュウ,ニッキュー
旧姓	名詞,一般,*,*,*,*,旧姓,キュウセイ,キューセイ
旧暦	名詞,一般,*,*,*,*,旧暦,キュウレキ,キューレキ
春菊	名詞,一般,*,*,*,*,春菊,シュンギク,シュンギク
暑中	名詞,一般,*,*,*,*,暑中,ショチュウ,ショチュー
暗礁	名詞,一般,*,*,*,*,暗礁,アンショウ,アンショー
暗証	名詞,一般,*,*,*,*,暗証,アンショウ,アンショー
暴力	名詞,一般,*,*,*,*,暴力,ボウリョク,ボーリョク
暴虐	名詞,一般,*,*,*,*,暴虐,ボウギャク,ボーギャク
最強	名詞,一般,*,*,*,*,最強,サイキョウ,サイキョー
最終	名詞,一般,*,*,*,*,最終,サイシュウ,サイシュー
月給	名詞,一般,*,*,*,*,月給,ゲッキュウ,ゲッキュー
有料	名詞,一般,*,*,*,*,有料,ユウリョウ,ユーリョー
有給	名詞,一般,*,*,*,*,有給,ユウキュウ,ユーキュー
朝刊	名詞,一般,*,*,*,*,朝刊,チョウカン,チョーカン
朝来	副詞,一般,*,*,*,*,朝来,チョウライ,チョーライ
朝来	名詞,一般,*,*,*,*,朝来,チョウライ,チョーライ
本名	名詞,一般,*,*,*,*,本名,ホンミョウ,ホンミョー
本城	名詞,一般,*,*,*,*,本城,ホンジョウ,ホンジョー
本業	名詞,一般,*,*,*,*,本業,ホンギョウ,ホンギョー
本職	名詞,一般,*,*,*,*,本職,ホンショク,ホンショク
材料	名詞,一般,*,*,*,*,材料,ザイリョウ,ザイリョー
村長	名詞,一般,*,*,*,*,村長,ソンチョウ,ソンチョー
条件	名詞,一般,*,*,*,*,条件,ジョウケン,ジョーケン
条約	名詞,一般,*,*,*,*,条約,ジョウヤク,ジョーヤク
条項	名詞,一般,*,*,*,*,条項,ジョウコウ,ジョーコー
東口	名詞,一般,*,*,*,*,東口,ヒガシグチ,ヒガシグチ
枕元	名詞,一般,*,*,*,*,枕元,マクラモト,マクラモト
染料	名詞,一般,*,*,*,*,染料,センリョウ,センリョー
柔道	名詞,一般,*,*,*,*,柔道,ジュウドウ,ジュードー
校長	名詞,一般,*,*,*,*,校長,コウチョウ,コーチョー
根性	名詞,一般,*,*,*,*,根性,コンジョウ,コンジョー
植物	名詞,一般,*,*,*,*,植物,ショクブツ,ショクブツ
業界	名詞,一般,*,*,*,*,業界,ギョウカイ,ギョーカイ
業績	名詞,一般,*,*,*,*,業績,ギョウセキ,ギョーセキ
業者	名詞,一般,*,*,*,*,業者,ギョウシャ,ギョーシャ
極限	名詞,一般,*,*,*,*,極限,キョクゲン,キョクゲン
標的	名詞,一般,*,*,*,*,標的,ヒョウテキ,ヒョーテキ
樟脳	名詞,一般,*,*,*,*,樟脳,ショウノウ,ショーノー
権力	名詞,一般,*,*,*,*,権力,ケンリョク,ケンリョク
横丁	名詞,一般,*,*,*,*,横丁,ヨコチョウ,ヨコチョー
横町	名詞,一般,*,*,*,*,横町,ヨコチョウ,ヨコチョー
正体	名詞,一般,*,*,*,*,正体,ショウタイ,ショータイ
正月	名詞,一般,*,*,*,*,正月,ショウガツ,ショーガツ
正面	名詞,一般,*,*,*,*,正面,ショウメン,ショーメン
水中	名詞,一般,*,*,*,*,水中,スイチュウ,スイチュー
水晶	名詞,一般,*,*,*,*,水晶,スイショウ,スイショー
水準	名詞,一般,*,*,*,*,水準,スイジュン,スイジュン
氷点	名詞,一般,*,*,*,*,氷点,ヒョウテン,ヒョーテン
永久	名詞,一般,*,*,*,*,永久,エイキュウ,エイキュー
決勝	名詞,一般,*,*,*,*,決勝,ケッショウ,ケッショー
流星	名詞,一般,*,*,*,*,流星,リュウセイ,リューセイ
海峡	名詞,一般,*,*,*,*,海峡,カイキョウ,カイキョー
消炎	名詞,一般,*,*,*,*,消炎,ショウエン,ショーエン
消防	名詞,一般,*,*,*,*,消防,ショウボウ,ショーボー
液晶	名詞,一般,*,*,*,*,液晶,エキショウ,エキショー
清流	名詞,一般,*,*,*,*,清流,セイリュウ,セイリュー
清涼	名詞,一般,*,*,*,*,清涼,セイリョウ,セイリョー
渉外	名詞,一般,*,*,*,*,渉外,ショウガイ,ショーガイ
温床	名詞,一般,*,*,*,*,温床,オンショウ,オンショー
漁業	名詞,一般,*,*,*,*,漁業,ギョギョウ,ギョギョー
潤滑	名詞,一般,*,*,*,*,潤滑,ジュンカツ,ジュンカツ
炎症	名詞,一般,*,*,*,*,炎症,エンショウ,エンショー
焦点	名詞,一般,*,*,*,*,焦点,ショウテン,ショーテン
燃料	名詞,一般,*,*,*,*,燃料,ネンリョウ,ネンリョー
牛肉	名詞,一般,*,*,*,*,牛肉,ギュウニク,ギューニク
物語	名詞,一般,*,*,*,*,物語,モノガタリ,モノガタリ
特徴	名詞,一般,*,*,*,*,特徴,トクチョウ,トクチョー
特急	名詞,一般,*,*,*,*,特急,トッキュウ,トッキュー
特色	名詞,一般,*,*,*,*,特色,トクショク,トクショク
状態	名詞,一般,*,*,*,*,状態,ジョウタイ,ジョータイ
現状	名詞,一般,*,*,*,*,現状,ゲンジョウ,ゲンジョー
現職	名詞,一般,*,*,*,*,現職,ゲンショク,ゲンショク
現象	名詞,一般,*,*,*,*,現象,ゲンショウ,ゲンショー
球団	名詞,一般,*,*,*,*,球団,キュウダン,キューダン
球根	名詞,一般,*,*,*,*,球根,キュウコン,キューコン
球界	名詞,一般,*,*,*,*,球界,キュウカイ,キューカイ
環境	名詞,一般,*,*,*,*,環境,カンキョウ,カンキョー
環状	名詞,一般,*,*,*,*,環状,カンジョウ,カンジョー
産業	名詞,一般,*,*,*,*,産業,サンギョウ,サンギョー
申込	名詞,一般,*,*,*,*,申込,モウシコミ,モーシコミ
町内	名詞,一般,*,*,*,*,町内,チョウナイ,チョーナイ
町営	名詞,一般,*,*,*,*,町営,チョウエイ,チョーエイ
町立	名詞,一般,*,*,*,*,町立,チョウリツ,チョーリツ
番長	名詞,一般,*,*,*,*,番長,バンチョウ,バンチョー
番頭	名詞,一般,*,*,*,*,番頭,バンガシラ,バンガシラ
疫病	名詞,一般,*,*,*,*,疫病,ヤクビョウ,ヤクビョー
病人	名詞,一般,*,*,*,*,病人,ビョウニン,ビョーニン
病棟	名詞,一般,*,*,*,*,病棟,ビョウトウ,ビョートー
病院	名詞,一般,*,*,*,*,病院,ビョウイン,ビョーイン
症例	名詞,一般,*,*,*,*,症例,ショウレイ,ショーレイ
療法	名詞,一般,*,*,*,*,療法,リョウホウ,リョーホー
目標	名詞,一般,*,*,*,*,目標,モクヒョウ,モクヒョー
直前	名詞,一般,*,*,*,*,直前,チョクゼン,チョクゼン
直径	名詞,一般,*,*,*,*,直径,チョッケイ,チョッケイ
直線	名詞,一般,*,*,*,*,直線,チョクセン,チョクセン
直角	名詞,一般,*,*,*,*,直角,チョッカク,チョッカク
相性	名詞,一般,*,*,*,*,相性,アイショウ,アイショー
県庁	名詞,一般,*,*,*,*,県庁,ケンチョウ,ケンチョー
眼中	名詞,一般,*,*,*,*,眼中,ガンチュウ,ガンチュー
砂嵐	名詞,一般,*,*,*,*,砂嵐,スナアラシ,スナアラシ
礼状	名詞,一般,*,*,*,*,礼状,レイジョウ,レイジョー
社長	名詞,一般,*,*,*,*,社長,シャチョウ,シャチョー
祝日	名詞,一般,*,*,*,*,祝日,シュクジツ,シュクジツ
禅宗	名詞,一般,*,*,*,*,禅宗,ゼンシュウ,ゼンシュー
福袋	名詞,一般,*,*,*,*,福袋,フクブクロ,フクブクロ
空中	名詞,一般,*,*,*,*,空中,クウチュウ,クーチュー
窮屈	名詞,一般,*,*,*,*,窮屈,キュウクツ,キュークツ
筆力	名詞,一般,*,*,*,*,筆力,ヒツリョク,ヒツリョク
米食	名詞,一般,*,*,*,*,米食,ベイショク,ベイショク
糖尿	名詞,一般,*,*,*,*,糖尿,トウニョウ,トーニョー
紅玉	名詞,一般,*,*,*,*,紅玉,コウギョク,コーギョク
紙袋	名詞,一般,*,*,*,*,紙袋,カミブクロ,カミブクロ
終戦	名詞,一般,*,*,*,*,終戦,シュウセン,シューセン
終点	名詞,一般,*,*,*,*,終点,シュウテン,シューテン
終盤	名詞,一般,*,*,*,*,終盤,シュウバン,シューバン
終電	名詞,一般,*,*,*,*,終電,シュウデン,シューデン
絨毯	名詞,一般,*,*,*,*,絨毯,ジュウタン,ジュータン
網状	名詞,一般,*,*,*,*,網状,モウジョウ,モージョー
総評	名詞,一般,*,*,*,*,総評,ソウヒョウ,ソーヒョー
総長	名詞,一般,*,*,*,*,総長,ソウチョウ,ソーチョー
緑茶	名詞,一般,*,*,*,*,緑茶,リョクチャ,リョクチャ
緑陰	名詞,一般,*,*,*,*,緑陰,リョクイン,リョクイン
縄文	名詞,一般,*,*,*,*,縄文,ジョウモン,ジョーモン
縦列	名詞,一般,*,*,*,*,縦列,ジュウレツ,ジューレツ
群衆	名詞,一般,*,*,*,*,群衆,グンシュウ,グンシュー
習作	名詞,一般,*,*,*,*,習作,シュウサク,シューサク
習性	名詞,一般,*,*,*,*,習性,シュウセイ,シューセイ
習慣	名詞,一般,*,*,*,*,習慣,シュウカン,シューカン
聴覚	名詞,一般,*,*,*,*,聴覚,チョウカク,チョーカク
職人	名詞,一般,*,*,*,*,職人,ショクニン,ショクニン
職員	名詞,一般,*,*,*,*,職員,ショクイン,ショクイン
職種	名詞,一般,*,*,*,*,職種,ショクシュ,ショクシュ
肩車	名詞,一般,*,*,*,*,肩車,カタグルマ,カタグルマ
胎教	名詞,一般,*,*,*,*,胎教,タイキョウ,タイキョー
能力	名詞,一般,*,*,*,*,能力,ノウリョク,ノーリョク
脈絡	名詞,一般,*,*,*,*,脈絡,ミャクラク,ミャクラク
脚本	名詞,一般,*,*,*,*,脚本,キャクホン,キャクホン
臨床	名詞,一般,*,*,*,*,臨床,リンショウ,リンショー
良品	名詞,一般,*,*,*,*,良品,リョウヒン,リョーヒン
良心	名詞,一般,*,*,*,*,良心,リョウシン,リョーシン
良識	名詞,一般,*,*,*,*,良識,リョウシキ,リョーシキ
芸術	名詞,一般,*,*,*,*,芸術,ゲイジュツ,ゲイジュツ
荒涼	名詞,一般,*,*,*,*,荒涼,コウリョウ,コーリョー
薬局	名詞,一般,*,*,*,*,薬局,ヤッキョク,ヤッキョク
衝撃	名詞,一般,*,*,*,*,衝撃,ショウゲキ,ショーゲキ
表面	名詞,一般,*,*,*,*,表面,ヒョウメン,ヒョーメン
袋帯	名詞,一般,*,*,*,*,袋帯,フクロオビ,フクロオビ
裏表	名詞,一般,*,*,*,*,裏表,ウラオモテ,ウラオモテ
裏話	名詞,一般,*,*,*,*,裏話,ウラバナシ,ウラバナシ
要領	名詞,一般,*,*,*,*,要領,ヨウリョウ,ヨーリョー
観客	名詞,一般,*,*,*,*,観客,カンキャク,カンキャク
触感	名詞,一般,*,*,*,*,触感,ショッカン,ショッカン
触覚	名詞,一般,*,*,*,*,触覚,ショッカク,ショッカク
証書	名詞,一般,*,*,*,*,証書,ショウショ,ショーショ
評判	名詞,一般,*,*,*,*,評判,ヒョウバン,ヒョーバン
豆乳	名詞,一般,*,*,*,*,豆乳,トウニュウ,トーニュー
貝柱	名詞,一般,*,*,*,*,貝柱,カイバシラ,カイバシラ
身長	名詞,一般,*,*,*,*,身長,シンチョウ,シンチョー
車両	名詞,一般,*,*,*,*,車両,シャリョウ,シャリョー
車代	名詞,一般,*,*,*,*,車代,クルマダイ,クルマダイ
車掌	名詞,一般,*,*,*,*,車掌,シャショウ,シャショー
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
近況	名詞,一般,*,*,*,*,近況,キンキョウ,キンキョー
迫力	名詞,一般,*,*,*,*,迫力,ハクリョク,ハクリョク
迷宮	名詞,一般,*,*,*,*,迷宮,メイキュウ,メイキュー
送料	名詞,一般,*,*,*,*,送料,ソウリョウ,ソーリョー
逆説	名詞,一般,*,*,*,*,逆説,ギャクセツ,ギャクセツ
通常	名詞,一般,*,*,*,*,通常,ツウジョウ,ツージョー
連中	名詞,一般,*,*,*,*,連中,レンチュウ,レンチュー
連休	名詞,一般,*,*,*,*,連休,レンキュウ,レンキュー
週刊	名詞,一般,*,*,*,*,週刊,シュウカン,シューカン
釈然	名詞,一般,*,*,*,*,釈然,シャクゼン,シャクゼン
重弁	名詞,一般,*,*,*,*,重弁,ジュウベン,ジューベン
重役	名詞,一般,*,*,*,*,重役,ジュウヤク,ジューヤク
重曹	名詞,一般,*,*,*,*,重曹,ジュウソウ,ジューソー
重点	名詞,一般,*,*,*,*,重点,ジュウテン,ジューテン
重箱	名詞,一般,*,*,*,*,重箱,ジュウバコ,ジューバコ
重臣	名詞,一般,*,*,*,*,重臣,ジュウシン,ジューシン
鉄条	名詞,一般,*,*,*,*,鉄条,テツジョウ,テツジョー
長女	名詞,一般,*,*,*,*,長女,チョウジョ,チョージョ
長所	名詞,一般,*,*,*,*,長所,チョウショ,チョーショ
長男	名詞,一般,*,*,*,*,長男,チョウナン,チョーナン
長身	名詞,一般,*,*,*,*,長身,チョウシン,チョーシン
長音	名詞,一般,*,*,*,*,長音,チョウオン,チョーオン
院長	名詞,一般,*,*,*,*,院長,インチョウ,インチョー
陸上	名詞,一般,*,*,*,*,陸上,リクジョウ,リクジョー
陸橋	名詞,一般,*,*,*,*,陸橋,リッキョウ,リッキョー
階級	名詞,一般,*,*,*,*,階級,カイキュウ,カイキュー
障害	名詞,一般,*,*,*,*,障害,ショウガイ,ショーガイ
隣組	名詞,一般,*,*,*,*,隣組,トナリグミ,トナリグミ
集団	名詞,一般,*,*,*,*,集団,シュウダン,シューダン
難聴	名詞,一般,*,*,*,*,難聴,ナンチョウ,ナンチョー
電球	名詞,一般,*,*,*,*,電球,デンキュウ,デンキュー
霊廟	名詞,一般,*,*,*,*,霊廟,レイビョウ,レイビョー
霊長	名詞,一般,*,*,*,*,霊長,レイチョウ,レイチョー
青春	名詞,一般,*,*,*,*,青春,セイシュン,セイシュン
音響	名詞,一般,*,*,*,*,音響,オンキョウ,オンキョー
頂点	名詞,一般,*,*,*,*,頂点,チョウテン,チョーテン
順序	名詞,一般,*,*,*,*,順序,ジュンジョ,ジュンジョ
順番	名詞,一般,*,*,*,*,順番,ジュンバン,ジュンバン
頑丈	名詞,一般,*,*,*,*,頑丈,ガンジョウ,ガンジョー
